verified_id,reviews
2481, needs use become familiar features easier navigation
2482, camera works great lenses amazing recommend camera
2483, already taken photos camera performed perfectly
2484, good bundle deal easy use best deal camera level
2485, great camera barely starting photography
2486, class offered monthly work camera
2487, love bought aspiring pro loves
2488, love picture video capabilities awesome
2489, love camera functions easy understand lenses great
2490, camera great buy accessories nice experiment
2491, gave daughter loves takes amazing
2492, bought camera girl absolutely loves
2493, great camera beginner happy product
2494, granddaughter loves canon great starter camera
2495, son lot happy starter camera
2496, really enjoyed new camera son got married great pictures
2497, great beginners light weight bulky simple easy great results
2498, great camera beginner moved canon
2499, great service mine time service choosing best camera
2500, great bundle get professional started field
2501, great camera need video shoot productions
2502, teacher comment excellent beginners camera jealous built
2503, got camera far complaints good camera
2504, good camera love focus clearness photo
2505, bought camera daughter loves many great features
2506, wonderful picture quality could happier best pictures ever taken
2507, like bought use
2508, easy use great value high quality beginner camera
2509, love camera still working learn everything
2510, camera best beginners play around get great pictures
2511, well priced bundle everything needed put together photo booth
2512, bought daughter easy use loves great photos
2513, camera easy use perfect beginner
2514, looks like great camera great price excited start using
2515, expecting camera many problems
2516, love camera extra lens makes look professional
2517, easy navigate love many different lenses compatible
2518, great camera two lenses really worth money
2519, purchased camera sale exceeded expectations
2520, highly recommended easy use takes great photos
2521, really glad purchased camera easy use great quality
2522, excellent camera never seen latest features
2523, love camera kit bonus pictures come looking amazing
2524, great pictures easy use would expect canon
2525, happy purchase easy use pictures quality amazing
2526, like camera high resolution would recommend
2527, glad came everything especially extra lens case
2528, friend recommended camera start taking pictures
2529, camera great idea start taking family photos keeping memories
2530, loving camera satisfied easy use
2531, great still camera battery life could better amp need watch color balance
2532, great camera easy use light weight love ability easily
2533, works expected bought first place
2534, easy use great quality good camera beginners
2535, camera advanced take time learn features
2536, bought daughter college student taking art classes loves
2537, love camera great price works well easy use
2538, love auto focus
2539, great product bundle plus staff super friendly
2540, absolutely love camera wonderful use occasions
2541, awesome camera specially build plus free extra lens
2542, daughter photography class school lives camera
2543, absolutely love camera lenses best camera currently
2544, love takes good quality pictures amp good camera
2545, quick easy set shots great quality pictures
2546, fiance loves camera got photography
2547, happy rebel first happy
2548, good buy excellent product lowest price market
2549, lot better regular cameras price bad quality get
2550, really great camera love pictures video come amazing glad go
2551, love canon camera easy use great quality photos
2552, looking forward getting know camera like canon cameras
2553, amazing quality photos look great got great deal camera plus
2554, black price well worth wife enjoys feature
2555, love easy sharing satisfied canon former user
2556, easy use good camera first time photo user easy use love
2557, camera purchased happens
2558, love camera wanting camera long time
2559, easy use good price lens easy use bag spacious
2560, honestly camera gives pay quality excellent also
2561, first camera easy use pictures turn great
2562, pleased complete package professional quality entry level price
2563, one best presents ever received great bang buck
2564, like control phone easy use even beginner
2565, serves purpose easy work plus love canon
2566, excellent camera worth buying quality good
2567, quality photos excellent easy operate fun use
2568, love picture quality access easy use great beginner
2569, versatile camera definitely happy purchase
2570, camera excellent wife uses job
2571, great camera reasonable price one starting
2572, bought use vacation loved pictures taken camera
2573, got trip taking working pretty well lot things learn
2574, awesome camera takes good clear pictures long distance
2575, good quality excellent value also easy learn use
2576, great camera easy use like ease changing lenses
2577, pleased features quality camera nice
2578, nice camera money would buy good quality easy use
2579, love camera purchased take pictures family works great
2580, user friendly happy purchased camera
2581, third canon really like quality pictures love
2582, first beginner surpassed expectations
2583, love easy use beautiful takes pictures
2584, bought child loves would buy
2585, camera set good start someone getting photography
2586, pictures clear times takes forever focus
2587, works well gives clarity pictures great memories
2588, gift son amp loved easy new photographer use
2589, love features camera great types photos
2590, camera great price fairly easy use beginner
2591, son wished camera happy features
2592, great camera loving would recommend anyone
2593, easy use beautiful pictures highly recommend camera
2594, camera great bargain love would recommend
2595, camera took awesome pictures loved
2596, wait wife open surprise see face
2597, great price camera love component recommend one
2598, awesome camera great price accessories good
2599, beginner perfect choice easy use great results
2600, great great value camera came everything need
2601, love already recommended friends family
2602, great product good price excellent service well
2603, camera first choice thinking buying camera
2604, purchased gift camera came lens carrying case
2605, camera purchase great choice would recommend
2606, lot family pictures taken great quality pictures
2607, perfect camera getting great shots budget
2608, really looking going shop around different one
2609, perfect bundle deal best buy provided thank camera awesome
2610, bought camera wife use casually far really enjoyed
2611, would certainly recommend item best value money
2612, absolutely love camera user friendly bulky
2613, great deal great camera easy use great picture quality
2614, super easy use great quality photos small enough carry easily well
2615, found packaged kit offered store good buy
2616, amazing camera price bundle phenomenal great camera beginners
2617, first camera best anyone starting new photography
2618, good starter canons best camera ever seen
2619, gift person lot experimenting certain pictures
2620, instructions made easy use light easy handle
2621, great upgrade original canon rebel
2622, year old daughter loves camera takes excellent pictures
2623, awesome camera great features always best price
2624, totally awesome use easy change lenses
2625, use camera couple times far really love
2626, wanting decent camera one beat expectations
2627, easy operate reasonable price holidays promotion season
2628, great value great camera excellent photos regret get sooner
2629, camera good beginner lens great
2630, love package deal gave good options needs
2631, love camera much takes beautiful photos
2632, love camera takes awesome pictures exactly camera looking
2633, nice camera good new person want try new camera
2634, great camera beginners photography
2635, love camera photo easy use
2636, perfect start family soon baby ready arrive
2637, really enjoy camera hopefully learn use features
2638, daughter loves gave loves
2639, advertised needs better instruction storage location
2640, camera amazing takes perfect pictures
2641, best camera ever owned takes great pictures easy use
2642, picture great still everyone camera still hard use
2643, takes better pictures cell phone starts
2644, good camera needs great staff
2645, great camera like brand price ease use
2646, perfect camera value minded consumers looking get photography
2647, great camera takes terrific pictures bought daughter loves
2648, far user friendly great pictures
2649, really review product bought
2650, low price great quality got camera
2651, love camera used number times already family wedding
2652, easy use takes great issue trying connect
2653, owned camera month love would recommend friend
2654, love high quality excellent pictures easy use light weight
2655, camera easy camera bag needs memory card
2656, great camera learn photography image quality excellent
2657, great camera daughter wanted camera photography
2658, received great time taking beautiful pictures
2659, gave gift far good complaints
2660, best amazing camera beginners great quality
2661, wonderful easy use camera takes great pictures
2662, good price good product perfect would recommend friend
2663, really good starter learn use basics
2664, love canon products would recommend canon products anyone
2665, meets expectations best buy best package deal
2666, love new camera takes awesome photos
2667, bought gift daughter eager start using
2668, purchased multiple canon cameras purchase son new baby way
2669, easy use amazing picture quality fantastic
2670, used extensively recent vacation pleased picture quality
2671, good camera takes good pictures like zoo
2672, amazing easy setup easy use amazing price enough features
2673, good camera beginners reasonable price range
2674, great camera would definitely recommend someone
2675, feature great add r fantastic
2676, enjoying new camera many features look world come
2677, far good takes great pictures fairly easy beginner self
2678, gave issues takes great good adventures hiking
2679, camera takes excellent photos easy learn
2680, gave stars focusing speed low light settings
2681, far love camera video picture quality
2682, worked great far like easy use interface
2683, easy follow instructions user friendly takes great well
2684, great camera beginner photographer good value quality
2685, fast learn use takes crisp detailed pictures
2686, good first time user good qualities
2687, pleased camera looking
2688, easy get hang understand functions great camera beginners
2689, great camera beginner really recommend camera
2690, wife loves air dropping photos phone seems pretty cool
2691, work great film project school important add needed
2692, need basic camera complicated cool
2693, great bundle nice quality pictures lots features lightweight
2694, excellent pictures user friendly good lens options
2695, great lens good offer pass
2696, great camera beginner love came two lenses
2697, camera accessories price given absolutely amazing
2698, used camera capture special day pictures turned fantastic
2699, camera awesome lens product also good
2700, great toy star wars fans great
2701, great camera easy use pretty much self explanatory great functions
2702, first camera think taken picture almost everything
2703, easy use takes great pictures user friendly
2704, love easy figure use takes great pictures
2705, love would recommend camera anyone perfect gift
2706, far best camera opinion get deal best buy snap away
2707, good product takes good pictures good project
2708, captures beautiful photos creating amazing memories new baby
2709, daughter enjoyed camera store helpful
2710, using new camera trip
2711, beginner photographer hobby really love camera
2712, first time camera like really enjoying
2713, love wonderful best quality ever camera
2714, good love spend lot time family perfect
2715, take work understand first camera
2716, best camera comes lens bag
2717, bought starter camera great product great price
2718, good recommend people interested
2719, use auto beginners custom advanced takes great photos
2720, far good heavy big
2721, amazing customer service bought camera love cannon
2722, great camera beginner great picture quality price
2723, really enjoyed camera works great needed
2724, bundle great deal camera easy use takes great pictures
2725, love camera excellent quality easy use great
2726, camera works great great price good anyone getting started
2727, camera amazing price love extra lenses plus
2728, basic camera first time users simple interface easy use
2729, great camera easy use well equipped complete extra lens
2730, would recommend anyone wants good camera
2731, got camera take really good pictures well worth money
2732, camera way clearer previous camera takes shots clearly
2733, great bundle price one best cameras market
2734, cannon nice camera still learning
2735, requested son received yet
2736, camera works best wife little projects
2737, one best cameras ever bought
2738, great camera start extras included
2739, great camera beginner looking start photography
2740, great camera fairly easy use picture quality excellent
2741, great camera starter would recommend students
2742, traveling camera needed excellent product
2743, bought camera gift recipient loves
2744, purchased beginner camera works great beginner
2745, great camera pictures clear sharp high quality
2746, pictures actual camera everything awesome
2747, simple use automatic feature works great nice package
2748, mm steal little small hands wise great
2749, far pretty impressed easy navigate understand
2750, finally take great pictures family
2751, camera many things must read manual see much
2752, great camera beginner photography easy learn
2753, love love love camera awesome love taking photos
2754, reviewed many cameras making purchase one great
2755, capabilities make takin editing pictures extremely easy
2756, great camera would recommend first camera like
2757, good around camera beginner expert comes everything need
2758, best ever takes best picture like
2759, great starter camera would definitely recommend
2760, camera lot great potential packet bargain
2761, works amazing connection phone capability awesome fun
2762, good quality nicely built wife loves camera nice camera
2763, great beginner camera takes quality shots great value
2764, camera make love every single thing
2765, camera phenomenal excellent pictures crisp
2766, camera takes great photos best easy learn use
2767, love camera great price love
2768, awesome shots taken easy operate great beginners
2769, wife loves excellent fir beginner easy
2770, great camera beginner plenty easy use
2771, great birthday gift daughter ask takes time
2772, good product brilliant sophisticated attributes easy use
2773, camera easy use takes great pictures
2774, love camera takes great pictures love portrait capabilities
2775, love camera easy use takes great quality pictures
2776, purchased graduation gift daughter loves
2777, generation camera used versatile easy use
2778, love camera pleasure use took lot pictures
2779, great choice reasonable price highly recommended
2780, feels good hands hold point aim shoot easy work
2781, good deal especially happy option different lenses
2782, awesome camera great photos learning love photography
2783, bought black hear good camera beginners
2784, gift daughter great camera package think great package
2785, gift daughter loves takes amazing photos
2786, great camera beginners fine arts reasonably priced
2787, camera crazy many features options busy forever
2788, camera easy use overall thankful purchase
2789, best purchase highly recommend canon camera kit
2790, decent money paid good product definitely recommend
2791, daughter loves camera uses adventures
2792, product suits beginners since kit right lenses
2793, great camera package even greater price love
2794, happy purchase camera old daughter
2795, beautiful camera produce nice picture love
2796, price right bundle came lots extras
2797, great camera amount complaints
2798, bought daughter use snap good photos
2799, looking camera found right one
2800, amazing photos easy use learn use
2801, great camera perfect beginners also great price
2802, great camera easy use looks great would recommend
2803, camera real thing photographic capabilities numerous
2804, wife wanted camera bought one special
2805, clear pictures easy manage carry professional
2806, camera amazing takes great pictures really good beginners
2807, great product would recommend anyone likes taking pictures
2808, great camera daughter wait use
2809, great camera takes awesome pictures easy use
2810, great camera perfect like use
2811, perfect size complicated use great beginners camera
2812, camera great picture quality great easy use
2813, love new camera easy use pictures clear
2814, love camera takes amazing photos
2815, takes great pitchers would recommend camera package
2816, love camera better photographer
2817, great camera someone starting photography
2818, good product
2819, absolutely love camera super easy learn work
2820, agree reviews shutter speed found work around
2821, lot bells really enjoying
2822, best camera bought really good someone starting
2823, great camera bundle available best buy
2824, needed camera school work works exactly needed
2825, love big great lenses would recommend time users
2826, love camera easy use instructions great value
2827, love camera new user taking quality family pictures
2828, son love canon camera good price
2829, love canon camera love knowledge base best buy
2830, right box easy use learn use camera
2831, camera quality good weight concern carry travel
2832, absolutely love new camera easy use
2833, brought mom take sports photos awesome action pictures
2834, good product
2835, great value camera entry level photographer
2836, great deal middle road camera get job done
2837, quite sure yet much time look thoroughly
2838, nice starter camera extra nice addition kit
2839, let u know bought soccer season
2840, love learning use every day easy use
2841, absolutely love camera take amazing pictures high quality
2842, camera best one ever used amazing
2843, able start using right away ease photos turned great
2844, love camera works well beautiful pictures
2845, given gift loves uses times
2846, easy learn must read instructions first great price
2847, love takes wonderful pictures amp beat price
2848, camera easy use pictures amazing
2849, really easy use great black deal bundle
2850, great camera price bundle really makes deal
2851, bought wanting decent camera amazing
2852, great package novice photographer captures want well
2853, want good price excited
2854, best gift mom likes capture moments
2855, product working expected good product beginner
2856, perfect needs daughter
2857, outstanding quality price takes great pictures
2858, quick delivery correct order kids wanted
2859, canon one best products also combo price nice
2860, got camera wife really enjoying
2861, package came camera extra lens bag memory card great price
2862, takes good pictures lots options choose like
2863, easy use well worth money pictures good quality
2864, still learning outs camera good
2865,
2866, easy use bundle everything could want
2867, amazing pictures overall good buy looking good pictures
2868, great camera looked many years looking forward vacation
2869, great camera great pitcher quality good price highly recommended
2870, great camera reasonable price good quality pictures
2871, thanks great low price deal always pleasure shopping
2872, great camera wife loves happy purchase
2873, great price great camera beginner perfect gift
2874, love electronics consumer must
2875, great package great price lots features easy use
2876, package everything need get started taking pictures
2877, good camera awesome features would recommend wants valuable one
2878, easy use great camera beginner novice photographer
2879, bought sons first camera fantastic
2880, good camera good quality pictures good gift
2881, great camera professional works beginners well
2882, great package taking pictures family kids
2883, daughter loves new camera slowly learning features
2884, good camera somewhat slow picture taking lower light levels
2885, wanted camera daughter easy use perfect
2886, great picture video quality cost easy use
2887, pick gift great buy easy
2888, wife happy great
2889, great gift price good one
2890, quite fast would like otherwise really like features
2891, printed anything yet need new wide printer
2892, happy purchase camera easy use
2893, cool able move photos right phone
2894, good deal takes great pictures love camera
2895, enjoying cannon camera features come
2896, perfect close great color
2897, camera meets needs plus enabled come
2898, great camera basic tools needed start photography hobby
2899, bought wife loves
2900, happy u bought easy use amazing awesome pictures
2901, camera highly recommend beginner
2902, great quality pictures easy use highly recommend
2903, really great camera easy use takes great pictures
2904, bought fiance loved camera awesome
2905, takes really beautiful photos professional ones
2906, love quality pictures takes wonderful sports pictures
2907, great camera transition nice lens
2908, amazing camera pictures great regret buying
2909, great camera great price son loves beginner camera
2910, easy use takes quality photos wife loved
2911, looking digital camera easy use
2912, easy use takes great pictures high quality images n
2913, camera great use landscapes people shots
2914, great first camera issues year old
2915, daughter loved surprised loves taking
2916, good camera ever function needed type photography
2917, needs exceeds expectations spot
2918, camera easy use takes great pictures
2919, camera works well price good pictures
2920, love starting taking pictures fun
2921, works great detailed clear steady great quality photos
2922, wife happy likes great pictures takes
2923, camera takes amazing photos camera love
2924, want nice camera get bundle def worth money
2925, love perfect great camera photos awesome
2926, camera exceptional quality beyond could imagine
2927, loved camera easy take pictures
2928, love bought replace older canon perfect
2929, family absolutely loves camera takes wonderful pictures
2930, great camera birthday gift daughter photography
2931, great basic great deal got memory card
2932, love use takes great pictures happy purchase
2933, camera amazing takes good quality pictures video
2934, bundle much cheaper purchase camera
2935, product takes wonderful clear pictures great camera
2936, image quality good additional lens worthless
2937, great super easy use recommend everyone
2938, great camera combo great pictures user friendly
2939, perfect studies takes awesome pictures
2940, camera great transferring pictures phone
2941, great camera lot options learn auto focus great
2942, love new camera nice got pretty nice price
2943, great set year old granddaughter travels
2944, takes great photos easy use great camera beginner like
2945, good starter camera easy use solid operating system
2946, camera works great easy use understand works
2947, absolutely loved camera beginners lens great
2948, takes great pictures easy camera use light weight
2949, nothing better got best camera within looking
2950, great value price easy use takes excellent
2951, enjoy every day camera pictures focus
2952, easy use love case lenses capture sports really well
2953, camera works excellent lot great features
2954, like first bought like far
2955, favorite part lenses auto focus really great
2956, good product got better deal thanks
2957, already purchased previous model loved
2958, got camera still experimenting far love
2959, good package deal enjoying using camera
2960, great camera takes beautiful pictures
2961, love camera would recommend family friends
2962, lightweight takes great photos great beginners
2963, like abilities lacking function
2964, good picture taking hobby read instructions
2965, great camera wife elated get mothers day
2966, far appears good camera price
2967, bought son seems really enjoy
2968, got camera could wait buy recommend
2969, really like camera fairly easy use user friendly
2970, would give ratings could user friendly
2971, great deal would buy sales person great
2972, bought gift husband love
2973, camera nicely priced good respect
2974, great camera camera great price get
2975, daughter loves use connect phone
2976, love new camera get really clear pictures quality images
2977, camera really nice good quality easy use
2978, quality pictures taken far amazing
2979, definitely one better cameras used would recommend
2980, great bundle package price easy use met expectations
2981, excellent camera takes great pictures lenses
2982, love canon easy use takes great shots
2983, loved package excellent new photographer
2984, easy use love camera always takes amazing pictures
2985, great kit camera solid lens even comes bag
2986, great camera someone starting digital camera
2987, camera great value combo package price pay
2988, working great far still learning features
2989, love great starter camera super easy use
2990, wife love mother day gift easy use
2991, nice product bought sale package works expected
2992, easy use great quality photos
2993, thank best buy nice deals cooperation
2994, good customer service wait little long cash register
2995, great camera beginners enjoy using two different lenses
2996, great camera professionals needed
2997, still trying figure functions pictures look awesome
2998, product good decent camera price range
2999, easy use beginner great picture quality
3000, love camera great pictures awesome design
3001, great prices buy
3002, love camera glad best buy offered
3003, camera little hard figure lens
3004, easy use camera great price includes case love
3005, shots clean larger lens distance shots clear
3006, great camera beginners good lens pack
3007, great camera cant wait start using
3008, insane quality pictures super clean images
3009, takes great pictures specially lenses
3010, great deal nice camera accessories
3011, wait really see camera offer
3012, slow photos phone
3013, camera easy learn operate ya quality photos
3014, camera takes great pictures easy learn beginner
3015, highly recommend purchase canon camera
3016, gift therefore comments limited time
3017, bought camera kid reviews accurate
3018, super happy product really recommend
3019, camera easy handle light carry enjoyed
3020, easy use learn great shots amazing price
3021, great package price bought present love
3022, great camera wish would include care kit
3023, still learning camera far good
3024, great camera beginner
3025, help excellent able get everything
3026, camera lot features great buy money
3027, great gift son beginner
3028, great camera beginner love taking pictures
3029, camera amazing quality easy use
3030, great product many features husband loves
3031, great camera price got black
3032, love first camera ever absolutely love
3033, camera takes amazing photos bought gift
3034, great camera easy use great photos
3035, like package deal everything child needed
3036, awesome product good deal thanks giving
3037, excellent camera definitely recommend camera
3038, nice useful case camera bought like lot far
3039, daughter happy camera could better
3040, compared cameras great buy
3041, love camera takes excellent photos great battery life
3042, son taking photography high school loves camera
3043, item good recommend anyone traveling like
3044, great camera easy use takes awesome pictures
3045, invest family pictures
3046, best ever never go another camera cannon choice
3047, daughter loves camera features wants
3048, much lighter weight older canon love quality
3049, absolutely love camera camera amazing
3050, price great buy would buy
3051, camera easy use great pictures distance
3052, easy use used trouble
3053, great buy would tell friends love
3054, amazing one really liked good one
3055, great camera great product bundle novice photographer
3056, great beginners camera someone limited knowledge
3057, great starter package price would recommend
3058, thanks giving us gift help family
3059, nice camera items look
3060, watching camera months
3061, purchased camera gift granddaughter
3062, product good worth price
3063, easy use nice accessories good nice bundle
3064, great purchase love camera wait use
3065, first amp worth buy thanks giving day
3066, watched video learn basics easy use
3067, easy use takes clear beautiful pictures
3068, great starter camera love everything
3069, camera easy learn auto steady feature great
3070, great value camera lens backpack suits everything
3071, needed college hope right one course
3072, get bang buck cannon great camera
3073, exactly looking good fit phone
3074, easy use sure quality pictures many functions
3075, camera easy use takes beautiful photos
3076, love ease using takes great pictures actions shots
3077, love easy use comes great pictures
3078, great birthday gift daughter really enjoyed much
3079, awesome camera would recommend oldies
3080, great bundle easy use lots extras lightweight
3081, takes excellent pictures easy use focus
3082, got camera daughter loves
3083, purchased gift daughter loves
3084, camera slow good video front returned
3085, best camera ever purchased video quality great also
3086, camera great pictures come clear
3087, love camera easy use great beginners
3088, first almost professional digital camera great
3089, needed college class perfect enough options
3090, easy use great quality great camera beginner
3091, bought brother gift loved
3092, awesome features easy use great time clicking
3093, first ever owned far good love
3094, pictures amazing great quality fun many events
3095, wonderful camera purchased gift works great good quality
3096, rebel love able wanted far
3097, seems really easy use produces good pictures
3098, camera great simple operate takes great pictures
3099, took pictures today good quality even dark
3100, first time using absolutely love great camera
3101, takes awesome shots focus camera perfect
3102, good quality camera job taking picture
3103, right choice first time buyer
3104, daughter loves camera uses take
3105, easy learn use lightweight great quality photos
3106, great buy customer service excellent love camera
3107, best camera lots neat functions great pictures easy use
3108, good camera use first starting
3109, good camera great thought
3110, awesome camera great price best buy always kicks butt
3111, really love kids pictures great enjoying
3112, camera works great pictures stunning
3113, love camera good price highly recommend
3114, easy instructions set use excellent quality photos
3115, daughter loves automation accessibility great
3116, think far great camera anyone
3117, great starter camera starting
3118, bought son loves would recommend
3119, camera lot complicated last one
3120, great camera perfect beginners easy figure
3121, like able pictures right phone
3122, beginner camera person getting photography guy
3123, liked camera liked camera liked camera
3124, good quality camera family beginner user
3125, cameras easy reliable
3126, lots easy use five stars
3127, find lot help canon camera
3128, happy choice looking
3129, granddaughter one loves wait
3130, happy love
3131, great camera beginners makes excellent gift
3132, works great easy use taken beautiful
3133, awesome camera good deal easy understand use
3134, bought gift love
3135, great camera easy learn enjoying
3136, nice camera beginner easy use pictures clear
3137, great camera takes great pictures would def recommend
3138, nice camera issues would definitely recommend
3139, first camera loved buy
3140, great product great deal employees helpful
3141, nice camera love take nice pictures plus love
3142, sent camera gift recipient pleased
3143, difficult beginning practicing gets better
3144, looking forward taking camera vacation
3145, great pictures easy use good beginner advanced
3146, great camera price easy use lightweight
3147, perfect love complaints ever
3148, great beginner glad got value deal
3149, easy use takes outstanding pictures reasonably priced
3150, great deal great camera
3151, need price
3152, pretty light weight easy figure beginner
3153, beginners best camera preferred got deal
3154, used vacation great pictures captured
3155, great camera price point would definitely recommend
3156, enjoying camera learning use camera
3157, best camera occasions great video editing
3158, canon love chose canon
3159, good working camera great price bundle deal
3160, nice product money happy great value
3161, like quality faster take picture easy house
3162, great camera beginner personal use
3163, worth cost comes easy follow instructions
3164, camera amazing happy mom like
3165, takes great pictures camera easy use light weight
3166, really nice beginners like amazing price
3167, great camera beginning photographer good value lenses
3168, camera works great professional photography business
3169, loves product problems would buy
3170, really worth paid would highly recommend product
3171, camera exactly looking
3172, user friendly takes great pictures wife loves
3173, great camera upgrade canon
3174, takes great pictures lighting still awesome
3175, required photo class purchase camera
3176, got great deal awesome lens good quality pictures
3177, great quality takes great pictures excellent gift
3178, awesome camera photographer beginning
3179, great camera novice photographer easy operate
3180, easy use first time user great far
3181, bought daughter loves great beginners
3182, good camera price however used better cameras
3183, camera great still learning product far great
3184, able easily use camera get great shots sunset
3185, love canon products live quality camera
3186, great camera especially amateurs field
3187, great mid level photographers like
3188, got wife loves great beginners
3189, great camera son uses daily easy use
3190, amazing even comes bag lenses
3191, good camera user friendly awesome lenses
3192, takes great picture easy use lots features
3193, beautiful great fir new photographer
3194, camera easy use takes wonderful pictures
3195, absolutely fell love perfect video pictures
3196, easy use takes excellent pictures great product
3197, camera takes amazing pictures really easy use
3198, easy use great price quality love pictures
3199, love product best buy always get good deals
3200, really liked star taking pictures good
3201, first camera buy easy use
3202, great camera value happy purchase
3203, son loves sure buy another cannon product
3204, great camera beginner easy navigate amazing lens
3205, best camera ever owned easy use take great pictures
3206, quality good love camera received
3207, give hard time used like
3208, bought use takes great pictures
3209, think perfect camera beginner easy use
3210, great high quality photography short
3211, got husband birthday gift loves
3212, great kit start takes great pictures
3213, good camera need learn
3214, great camera super great deal beat price
3215, good product good quality good product good quality
3216, excellent product cannon convert
3217, nice pictures video auto focus helpful
3218, decided go glad
3219, wonderful canon go wrong
3220, good product amp received time excellent packaging
3221, good camera start images awesome quality
3222, takes learn economical good starter set
3223, easy use box snap
3224, camera made holidays better family
3225, using item fir month works fine
3226, great resolution easy use beginner
3227, easy operate right box takes amazing pictures
3228, love use everyday far real amazing loving
3229, liked lot camera job vacation
3230, like camera takes good photos easy
3231, fun learning use great camera
3232, good camera used much expected would
3233, starting really love camera
3234, heard complaints asked
3235, love use school works
3236, great great quality picture lenses works great
3237, awesome glad purchased camera best ever
3238, great camera beginner easy use handy
3239, like connection phone great big lens shots
3240, got sale takes great cost
3241, like camera easy use rate five
3242, night mode photos little shaky otherwise given stars
3243, found easy use difficulty
3244, awesome value price camera plus bag
3245, loved big time would recommend go doubt
3246, excellent camera worth purchase price
3247, good camera kit lenses nice quality pictures
3248, looks great pictures perfect nice get
3249, wife seems like far
3250, great photos beginner camera easy use
3251, great camera beginners use lot great features
3252, far camera wonderful easy use
3253, great nice everything would recommend
3254, great features options price added lens
3255, enjoy talking camera grate value
3256, bought friends son loved
3257, good lens better surely best
3258, great camera package deal best pictures ever taken
3259, nice camera easy hook smart phone
3260, bought fell love
3261, camera good beginners pros great product
3262, great camera honest price
3263, first camera type far loving
3264, good product meets family needs wants
3265, easy use camera loved quality ease use
3266, love camera takes great pictures great buy
3267, bought camera gift son says great
3268, great price great picture learn product
3269, come good daughter bad time
3270, fantastic deal great camera used many features
3271, much better cell phone point shoot
3272, easy use comfortable hold beautiful photos
3273, like easy use supplements
3274, camera easy use takes quality photo
3275, happy camera fits needs perfectly
3276, good automatic features manual override features
3277, camera high quality super fun use
3278, wife love takes great photos easy use
3279, five stars
3280, happy buy second one enjoying photos
3281, great quality product making trips attractive
3282, best buy best deal camera like camera
3283, love camera good beginners
3284, nice would people buy
3285, easy use great comes lens
3286, love enjoy new camera great upgrade
3287, excellent performance easy use great
3288, awesome camera fan forever cannon rocks
3289, nice camera kit two lenses bag easy use
3290, great camera family photos action shots
3291, wonderful think use camera
3292, highly recommend one bought used liked
3293, excellent would camera friends
3294, good purchase happy purchase love
3295, takes great photos lot great features
3296, great camera could pass getting price
3297, love great price great product using ever since
3298, great clarity pictures easy use set
3299, great features easy use beginner
3300, love new camera takes great pictures great price
3301, great camera decent price easy learn use
3302, get excellent product amount money
3303, great camera easy use takes great far away
3304, great camera beginners great product recommended
3305, great quality pictures prices good beginners
3306, would recommend canon camera best value
3307, bought black super good deal quality camera
3308, use different lighting speeds easy use
3309, ready directly
3310, camera person starting
3311, awesome easy use light weight awesome
3312, first buy great choose
3313, great price great great pictures
3314, well still researching happy purchase
3315, still learning use camera far love
3316, second camera first love
3317, great camera easy use takes amazing pictures
3318, grandson present open day
3319, good deal camera nice works like charm
3320, great camera anyone starting
3321, still learning different thing camera good far
3322, daughter really pleased quality
3323, great camera awesome quality easy use
3324, great camera family photos various occasions
3325, worth price paid value bonus
3326, photo quality great easy use set
3327, great product recommend everyone loving
3328, camera great quality great fun
3329, easy use understand read manual
3330, bought beginning family member gift
3331, best cameras
3332, takes great pictures easy operate
3333, love way works great quality pictures
3334, great action photos still shots easy use
3335, love camera takes great pictures easy use
3336, great investment anyone enjoys good memories
3337, great camera daughter loves good quality camera
3338, good camera without spend fortune
3339, pretty easy use thus far lots learn yet
3340, great product discounted price got
3341, wife love wanting new camera
3342, pictures come like professional every time use
3343, great camera user friendly great quality
3344, takes really good photos easy use great value
3345, great camera enjoying awesome
3346, easy use first time users takes great pictures
3347, great entry camera would recommend friends
3348, first camera really amazing
3349, bought gift good photos easy use
3350, amazing camera enjoy taking photos using
3351, camera gift husband loves features
3352, easy use camera first time users
3353, live takes great pictures easy use
3354, would def tell anyone get camera great
3355, camera works great love
3356, back like
3357, wife wanting camera like loves
3358, bought camera daughter loves
3359, nothing short amazing quality photo video shoot
3360, great values service always experience
3361, great camera would recommend friends family
3362, takes great pictures purchased lens well
3363, camera easy use great picture quality
3364, great camera great quality strongly recommend
3365, take pictures newborn daily extremely pleased
3366, always big fan canon finally found good deal
3367, many searches purchasing satisfied
3368, experienced cameras one great
3369, first camera easy box use
3370, good camera beginners starting photography
3371, daughter absolutely loves perfect work
3372, camera easy use takes amazing pictures
3373, great camera still many options learn
3374, like much met expectations
3375, bought camera work trips love extra lens
3376, good price pay special occasions
3377, easy use ability get video also
3378, use pictures showed perfect
3379, great camera great price camera bundle
3380, product really good first time user
3381, love
3382, love pictures take definitely worth buying
3383, like canon camera good picture good price
3384, great buy never problems brand
3385, camera takes sharp clear beautiful pictures
3386, excellent camera beginners awesome price
3387, bought camera son loves
3388, got absolutely loves
3389, could happier love camera
3390, love camera easy use lightweight
3391, great camera within budget sale
3392, camera takes great photos easy use buy
3393, camera works great beginner photographers
3394, really good starting camera really love
3395, great camera easy use takes great pictures stars
3396, camera captures great pictures great memories
3397, camera absolutely amazing taking pictures
3398, love new camera pictures turn fantastic
3399, everything needed get started takes great pictures
